"Δx [m]","Δy [m]","φ []","R [m]","Δz [m]"
"-5.34407e-07","8.49195e-07","-2.13249","1.00336e-06","1.21765e-08"
"-5.85652e-07","8.56515e-07","-2.17054","1.0376e-06","-2.86255e-08"
"-7.54026e-07","9.73646e-07","-2.22975","1.23148e-06","-4.65698e-08"
