"Δx [m]","Δy [m]","φ []","R [m]","Δz [m]"
"6.83594e-08","1.5625e-08","-0.224711","7.01224e-08","6.19507e-09"
"6.25e-08","3.125e-08","-0.463648","6.98771e-08","8.54492e-09"
"7.8125e-08","2.92969e-08","-0.358771","8.34375e-08","1.28174e-09"
"6.64062e-08","3.125e-08","-0.439843","7.33918e-08","4.48608e-09"
"9.76562e-08","2.53906e-08","-0.254368","1.00903e-07","7.26318e-09"
"5.66406e-08","2.34375e-08","-0.39234","6.12983e-08","-2.34985e-09"
