"Δx [m]","Δy [m]","φ []","R [m]","Δz [m]"
"1.54297e-06","8.39844e-07","-0.498459","1.75673e-06","-2.00806e-08"
"1.44531e-06","8.39844e-07","-0.526392","1.67161e-06","-2.49939e-08"
"1.54297e-06","8.59375e-07","-0.508173","1.76615e-06","-3.75977e-08"
"1.48437e-06","8.00781e-07","-0.494726","1.6866e-06","-5.49011e-08"
"1.48438e-06","9.76563e-07","-0.581905","1.77681e-06","-2.02942e-08"
"1.50391e-06","9.76563e-07","-0.575919","1.79316e-06","-2.948e-08"
