"Δx [m]","Δy [m]","φ []","R [m]","Δz [m]"
"-7.10102e-07","8.63836e-07","-2.25883","1.11824e-06","-5.0415e-08"
"-5.85652e-07","7.9063e-07","-2.20835","9.83912e-07","-4.52881e-08"
"-5.92972e-07","8.19912e-07","-2.19693","1.01187e-06","-2.00806e-08"
"-5.49048e-07","7.75988e-07","-2.18657","9.50585e-07","-7.32727e-08"
